id,stusab,chariter,sequence,logrecno,b08526001,b08526002,b08526003,b08526004,b08526005,b08526006,b08526007,b08526008,b08526009,b08526010,b08526011,b08526012,b08526013,b08526014,b08526015,b08526016,b08526017,b08526018,b08526019,b08526020,b08526021,b08526022,b08526023,b08526024,b08526025,b08526026,b08526027,b08526028,b08526029,b08526030,b08526031,b08526032,b08526033,b08526034,b08526035,b08526036,b08526037,b08526038,b08526039,b08526040,b08526041,b08526042,b08526043,b08526044,b08526045,b08526046,b08526047,b08526048,b08526049,b08526050,b08526051,b08526052,b08526053,b08526054,b08526055,b08526056,b08526057,b08526058,b08526059,b08526060,b08526061,b08526062,b08526063,b08526064,b08526065,b08526066,b08526067,b08526068,b08526069,b08526070,b08526071,b08526072,b08526073,b08526074,b08526075,b08526076,b08526077,b08526078,b08526079,b08526080,b08526081,b08526082,b08526083,b08526084,b08526085,b08526086,b08526087,b08526088,b08526089,b08526090,b08526091,b08526092,b08526093,b08526094,b08526095,b08526096,b08526097,b08526098,b08526099,b08526100,b08526101,b08526102,b08526103,b08526104,b08526105,jam_flags
1961,ca,000,0005,0000032,45004.0,5589.0,3132.0,4215.0,869.0,4890.0,1662.0,844.0,1477.0,2422.0,10004.0,4265.0,1635.0,3910.0,90.0,33239.0,2627.0,2235.0,3407.0,487.0,4205.0,1493.0,714.0,939.0,1672.0,7889.0,2973.0,1230.0,3368.0,0.0,7108.0,1939.0,730.0,612.0,144.0,398.0,71.0,47.0,200.0,311.0,1201.0,737.0,231.0,434.0,53.0,128.0,24.0,17.0,0.0,0.0,15.0,0.0,0.0,25.0,0.0,34.0,13.0,0.0,0.0,0.0,1007.0,220.0,0.0,15.0,19.0,56.0,49.0,20.0,58.0,22.0,169.0,299.0,24.0,56.0,0.0,700.0,202.0,80.0,38.0,25.0,28.0,8.0,0.0,13.0,51.0,85.0,98.0,25.0,10.0,37.0,2822.0,577.0,70.0,143.0,194.0,188.0,41.0,63.0,242.0,366.0,626.0,145.0,125.0,42.0,0.0,
1962,ca,000,0005,0000033,124599.0,930.0,10992.0,5422.0,3231.0,14840.0,4042.0,4599.0,12118.0,21385.0,22785.0,10672.0,8174.0,5194.0,215.0,87986.0,500.0,7729.0,3410.0,2214.0,11130.0,3245.0,3050.0,8940.0,13202.0,17816.0,6755.0,5606.0,4283.0,106.0,14094.0,137.0,2198.0,685.0,328.0,1419.0,519.0,432.0,1021.0,2616.0,1977.0,1210.0,898.0,632.0,22.0,4405.0,34.0,431.0,222.0,15.0,783.0,62.0,145.0,189.0,489.0,426.0,1069.0,444.0,52.0,44.0,3677.0,120.0,120.0,130.0,23.0,693.0,94.0,110.0,371.0,533.0,756.0,347.0,311.0,26.0,43.0,2701.0,11.0,155.0,123.0,137.0,218.0,49.0,265.0,186.0,474.0,472.0,349.0,144.0,118.0,0.0,11736.0,128.0,359.0,852.0,514.0,597.0,73.0,597.0,1411.0,4071.0,1338.0,942.0,771.0,83.0,0.0,
1963,ca,000,0005,0000034,6765.0,260.0,1002.0,151.0,30.0,375.0,222.0,109.0,250.0,395.0,1067.0,1837.0,238.0,829.0,0.0,3853.0,47.0,485.0,108.0,30.0,179.0,194.0,109.0,86.0,272.0,749.0,913.0,121.0,560.0,0.0,946.0,65.0,455.0,0.0,0.0,15.0,10.0,0.0,41.0,16.0,125.0,156.0,0.0,63.0,0.0,288.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,101.0,15.0,101.0,0.0,840.0,62.0,0.0,0.0,0.0,129.0,18.0,0.0,123.0,32.0,57.0,358.0,11.0,50.0,0.0,342.0,24.0,51.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,31.0,204.0,0.0,19.0,0.0,496.0,20.0,11.0,43.0,0.0,39.0,0.0,0.0,0.0,75.0,76.0,105.0,91.0,36.0,0.0,
1964,ca,000,0005,0000035,37553.0,2256.0,3808.0,3087.0,1055.0,5415.0,1324.0,517.0,1529.0,2976.0,7439.0,3989.0,1725.0,2400.0,33.0,26836.0,1078.0,2715.0,2184.0,793.0,4229.0,1014.0,374.0,1170.0,1842.0,5838.0,2478.0,1328.0,1774.0,19.0,4509.0,454.0,626.0,326.0,126.0,629.0,103.0,40.0,148.0,381.0,569.0,650.0,127.0,330.0,0.0,251.0,81.0,18.0,8.0,0.0,0.0,10.0,0.0,69.0,0.0,13.0,0.0,27.0,11.0,14.0,1837.0,157.0,89.0,145.0,15.0,208.0,94.0,21.0,8.0,131.0,264.0,502.0,118.0,85.0,0.0,676.0,15.0,63.0,123.0,38.0,76.0,15.0,3.0,9.0,11.0,159.0,119.0,0.0,45.0,0.0,3444.0,471.0,297.0,301.0,83.0,273.0,88.0,79.0,125.0,611.0,596.0,240.0,125.0,155.0,0.0,
1965,ca,000,0005,0000036,76194.0,9291.0,4975.0,9555.0,1900.0,9107.0,3278.0,1699.0,2951.0,3960.0,18173.0,5226.0,3073.0,2942.0,64.0,55931.0,5269.0,2934.0,7470.0,1485.0,7341.0,2439.0,1421.0,2280.0,2639.0,14014.0,3835.0,2273.0,2467.0,64.0,10043.0,1801.0,1392.0,1448.0,193.0,757.0,368.0,231.0,248.0,647.0,1777.0,535.0,361.0,285.0,0.0,687.0,65.0,0.0,40.0,26.0,133.0,10.0,0.0,15.0,30.0,178.0,125.0,0.0,65.0,0.0,3069.0,936.0,78.0,166.0,35.0,323.0,142.0,25.0,152.0,148.0,596.0,353.0,68.0,47.0,0.0,2758.0,619.0,446.0,332.0,56.0,188.0,121.0,0.0,24.0,129.0,501.0,254.0,68.0,20.0,0.0,3706.0,601.0,125.0,99.0,105.0,365.0,198.0,22.0,232.0,367.0,1107.0,124.0,303.0,58.0,0.0,
1966,ca,000,0005,0000037,2993.0,660.0,186.0,202.0,76.0,250.0,98.0,64.0,115.0,122.0,652.0,165.0,121.0,282.0,0.0,1958.0,264.0,101.0,94.0,52.0,188.0,94.0,64.0,87.0,88.0,480.0,105.0,76.0,265.0,0.0,319.0,73.0,37.0,65.0,19.0,0.0,4.0,0.0,8.0,34.0,44.0,18.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,302.0,84.0,40.0,3.0,0.0,40.0,0.0,0.0,3.0,0.0,64.0,32.0,36.0,0.0,0.0,114.0,44.0,3.0,17.0,0.0,22.0,0.0,0.0,11.0,0.0,17.0,0.0,0.0,0.0,0.0,300.0,195.0,5.0,23.0,5.0,0.0,0.0,0.0,6.0,0.0,47.0,10.0,9.0,0.0,0.0,
1967,ca,000,0005,0000038,7731.0,146.0,1005.0,172.0,0.0,800.0,258.0,125.0,544.0,620.0,934.0,2046.0,322.0,536.0,223.0,4762.0,63.0,699.0,92.0,0.0,471.0,208.0,54.0,394.0,418.0,652.0,938.0,201.0,407.0,165.0,1254.0,24.0,226.0,33.0,0.0,83.0,50.0,8.0,34.0,9.0,125.0,489.0,97.0,63.0,13.0,133.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,12.0,0.0,0.0,107.0,0.0,0.0,0.0,841.0,32.0,51.0,0.0,0.0,165.0,0.0,54.0,58.0,0.0,107.0,272.0,24.0,52.0,26.0,478.0,0.0,29.0,0.0,0.0,67.0,0.0,9.0,12.0,142.0,14.0,186.0,0.0,0.0,19.0,263.0,27.0,0.0,47.0,0.0,0.0,0.0,0.0,34.0,51.0,36.0,54.0,0.0,14.0,0.0,
1968,ca,000,0005,0000039,175421.0,24457.0,10037.0,8846.0,6715.0,18417.0,6020.0,3160.0,9018.0,15038.0,31361.0,18521.0,7934.0,10203.0,5694.0,123132.0,12184.0,7260.0,6373.0,5391.0,14042.0,4921.0,2572.0,7173.0,9932.0,24465.0,12241.0,5817.0,8644.0,2117.0,26689.0,8305.0,1794.0,1387.0,755.0,2040.0,668.0,250.0,673.0,2128.0,3796.0,2509.0,748.0,1064.0,572.0,5102.0,1664.0,169.0,160.0,132.0,354.0,35.0,23.0,104.0,428.0,479.0,961.0,286.0,53.0,254.0,7249.0,553.0,78.0,255.0,88.0,1026.0,78.0,71.0,372.0,326.0,727.0,1168.0,247.0,186.0,2074.0,5458.0,1285.0,244.0,327.0,161.0,635.0,149.0,52.0,50.0,595.0,506.0,746.0,240.0,91.0,377.0,7791.0,466.0,492.0,344.0,188.0,320.0,169.0,192.0,646.0,1629.0,1388.0,896.0,596.0,165.0,300.0,
1969,ca,000,0005,0000040,69577.0,4630.0,6098.0,9930.0,2574.0,6097.0,2413.0,902.0,3391.0,5778.0,14638.0,8108.0,2799.0,2167.0,52.0,51270.0,2735.0,4221.0,7762.0,2029.0,4968.0,1548.0,647.0,2635.0,3606.0,11215.0,5887.0,2117.0,1900.0,0.0,9527.0,1213.0,1320.0,1367.0,302.0,571.0,224.0,107.0,225.0,980.0,1577.0,1184.0,260.0,145.0,52.0,1190.0,32.0,17.0,53.0,29.0,53.0,534.0,0.0,0.0,101.0,142.0,107.0,122.0,0.0,0.0,2733.0,136.0,110.0,151.0,36.0,209.0,28.0,15.0,311.0,222.0,969.0,481.0,42.0,23.0,0.0,1631.0,196.0,266.0,288.0,40.0,131.0,11.0,40.0,9.0,132.0,154.0,331.0,14.0,19.0,0.0,3226.0,318.0,164.0,309.0,138.0,165.0,68.0,93.0,211.0,737.0,581.0,118.0,244.0,80.0,0.0,
1970,ca,000,0005,0000041,38453.0,504.0,5252.0,2860.0,559.0,4914.0,1093.0,690.0,2371.0,4350.0,7469.0,3722.0,2805.0,1856.0,8.0,28017.0,335.0,3691.0,1942.0,307.0,3590.0,915.0,566.0,1882.0,2654.0,5792.0,2620.0,2070.0,1645.0,8.0,4392.0,20.0,1189.0,363.0,52.0,405.0,127.0,20.0,102.0,589.0,805.0,314.0,261.0,145.0,0.0,329.0,0.0,10.0,10.0,6.0,78.0,0.0,0.0,20.0,0.0,132.0,73.0,0.0,0.0,0.0,1410.0,33.0,124.0,68.0,33.0,314.0,29.0,0.0,27.0,109.0,153.0,391.0,97.0,32.0,0.0,538.0,25.0,28.0,49.0,12.0,159.0,11.0,0.0,13.0,40.0,53.0,68.0,46.0,34.0,0.0,3767.0,91.0,210.0,428.0,149.0,368.0,11.0,104.0,327.0,958.0,534.0,256.0,331.0,0.0,0.0,
1971,ca,000,0005,0000042,1509909.0,7752.0,112247.0,212064.0,60687.0,165639.0,47148.0,35277.0,151914.0,208904.0,245903.0,145851.0,76401.0,38648.0,1474.0,1166439.0,4785.0,79424.0,163121.0,48688.0,130258.0,39502.0,28854.0,122911.0,154998.0,198976.0,105674.0,55375.0,32713.0,1160.0,177758.0,1734.0,23116.0,30393.0,6117.0,17341.0,4494.0,2923.0,13143.0,24158.0,23158.0,17356.0,10161.0,3520.0,144.0,44453.0,394.0,2560.0,6175.0,617.0,5913.0,918.0,526.0,1993.0,5672.0,5300.0,10062.0,3692.0,589.0,42.0,28636.0,112.0,927.0,1818.0,569.0,3998.0,273.0,382.0,3081.0,2784.0,6797.0,5774.0,1812.0,274.0,35.0,27105.0,373.0,2321.0,4254.0,906.0,3035.0,942.0,498.0,1312.0,3801.0,3352.0,3971.0,1623.0,654.0,63.0,65518.0,354.0,3899.0,6303.0,3790.0,5094.0,1019.0,2094.0,9474.0,17491.0,8320.0,3014.0,3738.0,898.0,30.0,
1972,ca,000,0005,0000043,148015.0,866.0,14855.0,10611.0,4306.0,23238.0,5602.0,3168.0,14791.0,15987.0,27394.0,14889.0,7394.0,4803.0,111.0,115604.0,486.0,10983.0,7826.0,3103.0,19445.0,4777.0,2502.0,11417.0,11296.0,22288.0,11284.0,6005.0,4102.0,90.0,14831.0,32.0,2604.0,1254.0,604.0,1922.0,326.0,256.0,1380.0,1054.0,2475.0,2049.0,547.0,315.0,13.0,1090.0,31.0,40.0,65.0,12.0,224.0,11.0,23.0,19.0,67.0,280.0,269.0,15.0,34.0,0.0,2310.0,42.0,127.0,87.0,20.0,514.0,79.0,39.0,294.0,256.0,308.0,387.0,130.0,19.0,8.0,2600.0,17.0,274.0,207.0,13.0,404.0,184.0,66.0,52.0,366.0,189.0,551.0,187.0,90.0,0.0,11580.0,258.0,827.0,1172.0,554.0,729.0,225.0,282.0,1629.0,2948.0,1854.0,349.0,510.0,243.0,0.0,
1973,ca,000,0005,0000044,8743.0,740.0,943.0,744.0,286.0,724.0,397.0,56.0,585.0,618.0,1755.0,743.0,520.0,632.0,0.0,6418.0,586.0,688.0,525.0,231.0,452.0,347.0,35.0,399.0,408.0,1422.0,463.0,352.0,510.0,0.0,1314.0,65.0,230.0,178.0,55.0,140.0,12.0,21.0,67.0,108.0,211.0,124.0,58.0,45.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,346.0,0.0,0.0,36.0,0.0,132.0,27.0,0.0,0.0,41.0,0.0,27.0,72.0,11.0,0.0,211.0,49.0,0.0,5.0,0.0,0.0,11.0,0.0,0.0,0.0,44.0,102.0,0.0,0.0,0.0,449.0,40.0,25.0,0.0,0.0,0.0,0.0,0.0,119.0,61.0,73.0,27.0,38.0,66.0,0.0,
1974,ca,000,0005,0000045,693166.0,11362.0,78074.0,61911.0,22436.0,93046.0,28519.0,12704.0,41197.0,67154.0,131227.0,78864.0,36489.0,28754.0,1429.0,523035.0,6338.0,56238.0,47189.0,16735.0,73182.0,22763.0,9828.0,30724.0,45730.0,103243.0,59800.0,26201.0,24001.0,1063.0,98473.0,3076.0,16666.0,10513.0,3278.0,11857.0,3066.0,1149.0,3482.0,10201.0,14699.0,11862.0,5457.0,3031.0,136.0,7716.0,268.0,292.0,661.0,141.0,1101.0,229.0,152.0,147.0,768.0,1330.0,1840.0,620.0,84.0,83.0,13188.0,709.0,496.0,593.0,226.0,2127.0,203.0,125.0,1264.0,960.0,2907.0,2449.0,882.0,179.0,68.0,9936.0,252.0,771.0,1081.0,283.0,1398.0,628.0,234.0,373.0,1042.0,1679.0,1274.0,545.0,342.0,34.0,40818.0,719.0,3611.0,1874.0,1773.0,3381.0,1630.0,1216.0,5207.0,8453.0,7369.0,1639.0,2784.0,1117.0,45.0,
1975,ca,000,0005,0000046,627645.0,4318.0,48494.0,34325.0,18647.0,65296.0,26668.0,18451.0,54282.0,77104.0,123845.0,48009.0,30115.0,76455.0,1636.0,472372.0,2715.0,35563.0,26972.0,14568.0,51353.0,21052.0,14587.0,42529.0,55448.0,96808.0,32986.0,22344.0,54184.0,1263.0,82501.0,837.0,9471.0,4326.0,2449.0,7323.0,3261.0,1701.0,5384.0,11196.0,13282.0,7703.0,3919.0,11478.0,171.0,19840.0,139.0,786.0,726.0,265.0,1752.0,720.0,381.0,834.0,2224.0,2890.0,1926.0,612.0,6585.0,0.0,12636.0,340.0,335.0,346.0,133.0,1652.0,258.0,477.0,1301.0,869.0,2211.0,2541.0,876.0,1269.0,28.0,13656.0,48.0,830.0,631.0,144.0,1726.0,649.0,395.0,561.0,2092.0,2157.0,1853.0,535.0,1899.0,136.0,26640.0,239.0,1509.0,1324.0,1088.0,1490.0,728.0,910.0,3673.0,5275.0,6497.0,1000.0,1829.0,1040.0,38.0,
1976,ca,000,0005,0000047,17279.0,2363.0,1269.0,2738.0,792.0,1614.0,766.0,111.0,952.0,1152.0,2921.0,1242.0,672.0,687.0,0.0,12205.0,1039.0,932.0,1914.0,650.0,1196.0,683.0,111.0,695.0,841.0,2181.0,915.0,452.0,596.0,0.0,2969.0,759.0,258.0,714.0,43.0,154.0,30.0,0.0,110.0,187.0,432.0,170.0,68.0,44.0,0.0,254.0,165.0,11.0,12.0,0.0,11.0,0.0,0.0,29.0,0.0,22.0,4.0,0.0,0.0,0.0,572.0,103.0,16.0,53.0,13.0,98.0,8.0,0.0,32.0,2.0,92.0,69.0,86.0,0.0,0.0,288.0,88.0,0.0,11.0,33.0,53.0,24.0,0.0,0.0,5.0,12.0,55.0,0.0,7.0,0.0,991.0,209.0,52.0,34.0,53.0,102.0,21.0,0.0,86.0,117.0,182.0,29.0,66.0,40.0,0.0,
1977,ca,000,0005,0000048,732226.0,5635.0,61062.0,75794.0,31447.0,98436.0,59700.0,11531.0,42548.0,58739.0,143221.0,59149.0,35816.0,36060.0,13088.0,566140.0,4073.0,42895.0,57448.0,25596.0,78011.0,50205.0,9163.0,34657.0,42380.0,113876.0,45351.0,25768.0,30176.0,6541.0,100246.0,792.0,13092.0,13888.0,3881.0,12777.0,5814.0,1470.0,3703.0,8745.0,16027.0,7643.0,6189.0,3950.0,2275.0,9231.0,25.0,374.0,963.0,191.0,1679.0,559.0,75.0,250.0,673.0,1578.0,1791.0,502.0,262.0,309.0,16140.0,140.0,746.0,608.0,181.0,2340.0,693.0,78.0,1304.0,948.0,2749.0,1998.0,874.0,189.0,3292.0,10276.0,241.0,869.0,1310.0,510.0,1194.0,1038.0,24.0,220.0,913.0,1377.0,1272.0,586.0,456.0,266.0,30193.0,364.0,3086.0,1577.0,1088.0,2435.0,1391.0,721.0,2414.0,5080.0,7614.0,1094.0,1897.0,1027.0,405.0,
1978,ca,000,0005,0000049,1428829.0,9276.0,104039.0,126176.0,39491.0,146715.0,47930.0,35733.0,104448.0,190868.0,258491.0,144810.0,69937.0,73659.0,77256.0,1077893.0,5480.0,76299.0,99820.0,30914.0,114025.0,39595.0,28384.0,81287.0,141244.0,203257.0,102950.0,51428.0,58999.0,44211.0,156871.0,1536.0,18947.0,15330.0,3443.0,14486.0,4451.0,2989.0,7310.0,20036.0,25814.0,17696.0,8284.0,7227.0,9322.0,45242.0,296.0,1936.0,2679.0,683.0,5535.0,1363.0,867.0,1685.0,5213.0,8160.0,9837.0,2900.0,3173.0,915.0,40148.0,430.0,784.0,1455.0,515.0,4778.0,332.0,445.0,3525.0,3117.0,6516.0,6831.0,1816.0,1189.0,8415.0,25092.0,376.0,1771.0,2338.0,589.0,2407.0,1123.0,805.0,827.0,2771.0,3426.0,3723.0,870.0,1318.0,2748.0,83583.0,1158.0,4302.0,4554.0,3347.0,5484.0,1066.0,2243.0,9814.0,18487.0,11318.0,3773.0,4639.0,1753.0,11645.0,
1979,ca,000,0005,0000050,593151.0,1449.0,35366.0,21847.0,13574.0,51040.0,28034.0,25907.0,73837.0,112476.0,107976.0,63824.0,29535.0,27805.0,481.0,216936.0,338.0,19337.0,8861.0,6397.0,16748.0,16433.0,8752.0,21541.0,29563.0,49203.0,18137.0,10495.0,10843.0,288.0,64213.0,542.0,6971.0,2836.0,1649.0,4718.0,3505.0,2660.0,6480.0,9684.0,12883.0,5640.0,2987.0,3541.0,117.0,216947.0,361.0,5795.0,6716.0,3469.0,21373.0,5876.0,9730.0,35620.0,50573.0,28886.0,26302.0,10996.0,11190.0,60.0,42329.0,52.0,1312.0,1134.0,423.0,4660.0,884.0,1815.0,4272.0,6960.0,9020.0,8393.0,2460.0,944.0,0.0,23824.0,17.0,1068.0,732.0,375.0,2200.0,905.0,1387.0,2187.0,5552.0,4415.0,3151.0,989.0,846.0,0.0,28902.0,139.0,883.0,1568.0,1261.0,1341.0,431.0,1563.0,3737.0,10144.0,3569.0,2201.0,1608.0,441.0,16.0,
1980,ca,000,0005,0000051,230198.0,13004.0,18131.0,22359.0,10523.0,29389.0,15724.0,3327.0,14236.0,17008.0,47364.0,16241.0,11360.0,11439.0,93.0,179460.0,6184.0,13318.0,17958.0,8339.0,24156.0,13164.0,2656.0,11157.0,12984.0,38346.0,12437.0,8635.0,10040.0,86.0,31120.0,4230.0,3710.0,3194.0,1305.0,3542.0,1752.0,311.0,1310.0,2036.0,4651.0,2445.0,1596.0,1038.0,0.0,1727.0,307.0,164.0,94.0,185.0,279.0,27.0,24.0,37.0,142.0,144.0,207.0,110.0,7.0,0.0,4446.0,815.0,144.0,222.0,166.0,465.0,75.0,13.0,517.0,165.0,917.0,591.0,289.0,60.0,7.0,3898.0,588.0,288.0,414.0,156.0,290.0,331.0,77.0,128.0,317.0,653.0,335.0,170.0,151.0,0.0,9547.0,880.0,507.0,477.0,372.0,657.0,375.0,246.0,1087.0,1364.0,2653.0,226.0,560.0,143.0,0.0,
1981,ca,000,0005,0000052,116246.0,4846.0,9587.0,6905.0,2745.0,14922.0,4808.0,1989.0,6865.0,11454.0,23731.0,14520.0,6352.0,7139.0,383.0,83803.0,2291.0,6824.0,5123.0,1704.0,11480.0,3578.0,1430.0,5133.0,7363.0,18350.0,9855.0,4846.0,5537.0,289.0,14754.0,1468.0,2068.0,946.0,396.0,1295.0,779.0,122.0,480.0,1507.0,2361.0,1874.0,610.0,809.0,39.0,1482.0,124.0,17.0,105.0,0.0,237.0,54.0,22.0,23.0,169.0,359.0,234.0,69.0,69.0,0.0,5101.0,263.0,134.0,208.0,121.0,785.0,56.0,111.0,362.0,475.0,943.0,1213.0,302.0,117.0,11.0,3858.0,188.0,210.0,174.0,48.0,407.0,209.0,83.0,24.0,291.0,757.0,892.0,131.0,400.0,44.0,7248.0,512.0,334.0,349.0,476.0,718.0,132.0,221.0,843.0,1649.0,961.0,452.0,394.0,207.0,0.0,
1982,ca,000,0005,0000053,347803.0,2466.0,22581.0,33465.0,11470.0,36413.0,27789.0,12138.0,28329.0,66292.0,54109.0,25580.0,17039.0,9864.0,268.0,253870.0,1270.0,15851.0,25812.0,8307.0,26931.0,20233.0,8937.0,21762.0,46324.0,41358.0,17194.0,11676.0,7947.0,268.0,41994.0,584.0,3951.0,3673.0,1601.0,4007.0,4154.0,1354.0,2452.0,8586.0,5539.0,3009.0,2125.0,959.0,0.0,17807.0,74.0,940.0,1643.0,392.0,2326.0,1494.0,670.0,938.0,3313.0,2168.0,2402.0,1003.0,444.0,0.0,9201.0,335.0,221.0,635.0,147.0,1360.0,375.0,165.0,863.0,869.0,1767.0,1516.0,810.0,138.0,0.0,8003.0,23.0,514.0,711.0,198.0,750.0,1196.0,256.0,384.0,1653.0,907.0,696.0,521.0,194.0,0.0,16928.0,180.0,1104.0,991.0,825.0,1039.0,337.0,756.0,1930.0,5547.0,2370.0,763.0,904.0,182.0,0.0,
1983,ca,000,0005,0000054,191822.0,12841.0,13377.0,16392.0,5267.0,19041.0,5558.0,4070.0,10490.0,22513.0,41984.0,20141.0,10024.0,8091.0,2033.0,128820.0,6240.0,9392.0,12312.0,3445.0,12861.0,4333.0,2564.0,7745.0,14114.0,28341.0,12478.0,7124.0,6204.0,1667.0,29012.0,5487.0,2790.0,2327.0,907.0,2425.0,604.0,398.0,942.0,3742.0,4675.0,2455.0,1020.0,1105.0,135.0,7161.0,139.0,210.0,511.0,100.0,899.0,125.0,208.0,114.0,659.0,1761.0,1764.0,434.0,222.0,15.0,7779.0,334.0,200.0,258.0,149.0,1219.0,181.0,239.0,297.0,866.0,1797.0,1532.0,482.0,210.0,15.0,8727.0,292.0,297.0,502.0,296.0,915.0,142.0,196.0,144.0,850.0,3090.0,1214.0,404.0,232.0,153.0,10323.0,349.0,488.0,482.0,370.0,722.0,173.0,465.0,1248.0,2282.0,2320.0,698.0,560.0,118.0,48.0,
1984,ca,000,0005,0000055,914074.0,4612.0,57462.0,188423.0,24526.0,85115.0,25206.0,38727.0,47569.0,160428.0,159555.0,60830.0,35759.0,24967.0,895.0,702921.0,2470.0,41170.0,156184.0,19237.0,65933.0,20565.0,30300.0,37977.0,119819.0,120257.0,41822.0,25808.0,20676.0,703.0,98730.0,1356.0,10616.0,19432.0,2579.0,8673.0,2329.0,3473.0,3275.0,17101.0,16644.0,7006.0,3847.0,2263.0,136.0,31967.0,64.0,1121.0,4605.0,436.0,3827.0,762.0,1882.0,757.0,5784.0,5626.0,4804.0,1445.0,854.0,0.0,18833.0,104.0,732.0,1219.0,289.0,1981.0,204.0,598.0,1578.0,2283.0,4898.0,3229.0,1337.0,359.0,22.0,27024.0,344.0,2064.0,4065.0,498.0,2585.0,785.0,1162.0,498.0,4733.0,6166.0,2648.0,1070.0,388.0,18.0,34599.0,274.0,1759.0,2918.0,1487.0,2116.0,561.0,1312.0,3484.0,10708.0,5964.0,1321.0,2252.0,427.0,16.0,
1985,ca,000,0005,0000056,109949.0,6091.0,8335.0,9440.0,3294.0,13160.0,2450.0,1951.0,5523.0,12201.0,25200.0,11531.0,6956.0,3753.0,64.0,76450.0,3266.0,6364.0,6832.0,2321.0,10068.0,1869.0,1176.0,4065.0,7418.0,17874.0,7070.0,4980.0,3093.0,54.0,12227.0,2354.0,1332.0,1025.0,396.0,1063.0,214.0,170.0,312.0,1108.0,2193.0,1148.0,702.0,200.0,10.0,3512.0,21.0,134.0,265.0,0.0,295.0,33.0,36.0,94.0,279.0,1391.0,656.0,214.0,94.0,0.0,4972.0,99.0,72.0,293.0,107.0,746.0,31.0,103.0,276.0,546.0,1224.0,979.0,417.0,79.0,0.0,4767.0,136.0,96.0,432.0,92.0,511.0,182.0,16.0,27.0,516.0,1235.0,1126.0,164.0,234.0,0.0,8021.0,215.0,337.0,593.0,378.0,477.0,121.0,450.0,749.0,2334.0,1283.0,552.0,479.0,53.0,0.0,
1986,ca,000,0005,0000057,71759.0,1699.0,6353.0,4012.0,1960.0,10273.0,3044.0,1472.0,4419.0,6327.0,17800.0,7036.0,3592.0,3459.0,313.0,57745.0,1087.0,4991.0,3176.0,1640.0,8633.0,2429.0,1210.0,3660.0,4492.0,14668.0,5577.0,2994.0,2961.0,227.0,7260.0,409.0,755.0,486.0,167.0,819.0,242.0,90.0,390.0,724.0,1696.0,799.0,314.0,283.0,86.0,456.0,0.0,0.0,33.0,10.0,39.0,0.0,0.0,84.0,118.0,33.0,107.0,18.0,14.0,0.0,1408.0,25.0,64.0,89.0,40.0,250.0,80.0,5.0,63.0,132.0,433.0,116.0,78.0,33.0,0.0,1514.0,17.0,102.0,54.0,52.0,162.0,205.0,57.0,32.0,219.0,191.0,288.0,65.0,70.0,0.0,3376.0,161.0,441.0,174.0,51.0,370.0,88.0,110.0,190.0,642.0,779.0,149.0,123.0,98.0,0.0,
1987,ca,000,0005,0000058,1481.0,239.0,354.0,130.0,53.0,49.0,49.0,0.0,25.0,105.0,322.0,47.0,30.0,78.0,0.0,902.0,99.0,282.0,32.0,53.0,31.0,44.0,0.0,25.0,16.0,228.0,37.0,7.0,48.0,0.0,199.0,61.0,28.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,10.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169.0,62.0,0.0,80.0,0.0,2.0,0.0,0.0,0.0,7.0,11.0,0.0,0.0,7.0,0.0,29.0,0.0,0.0,3.0,0.0,0.0,5.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,182.0,17.0,44.0,0.0,0.0,16.0,0.0,0.0,0.0,82.0,0.0,0.0,0.0,23.0,0.0,
1988,ca,000,0005,0000059,17414.0,1452.0,1522.0,1321.0,346.0,2055.0,760.0,220.0,809.0,1382.0,3947.0,1634.0,791.0,1157.0,18.0,12354.0,848.0,1054.0,910.0,228.0,1466.0,538.0,149.0,580.0,925.0,3021.0,1094.0,608.0,915.0,18.0,2491.0,368.0,332.0,259.0,82.0,201.0,57.0,18.0,83.0,161.0,501.0,231.0,58.0,140.0,0.0,139.0,0.0,3.0,27.0,6.0,40.0,2.0,2.0,11.0,2.0,33.0,4.0,6.0,3.0,0.0,838.0,59.0,34.0,38.0,0.0,189.0,60.0,0.0,26.0,15.0,136.0,187.0,60.0,34.0,0.0,350.0,21.0,35.0,17.0,12.0,25.0,44.0,0.0,9.0,58.0,67.0,40.0,0.0,22.0,0.0,1242.0,156.0,64.0,70.0,18.0,134.0,59.0,51.0,100.0,221.0,189.0,78.0,59.0,43.0,0.0,
