id,stusab,chariter,sequence,logrecno,b08526001,b08526002,b08526003,b08526004,b08526005,b08526006,b08526007,b08526008,b08526009,b08526010,b08526011,b08526012,b08526013,b08526014,b08526015,b08526016,b08526017,b08526018,b08526019,b08526020,b08526021,b08526022,b08526023,b08526024,b08526025,b08526026,b08526027,b08526028,b08526029,b08526030,b08526031,b08526032,b08526033,b08526034,b08526035,b08526036,b08526037,b08526038,b08526039,b08526040,b08526041,b08526042,b08526043,b08526044,b08526045,b08526046,b08526047,b08526048,b08526049,b08526050,b08526051,b08526052,b08526053,b08526054,b08526055,b08526056,b08526057,b08526058,b08526059,b08526060,b08526061,b08526062,b08526063,b08526064,b08526065,b08526066,b08526067,b08526068,b08526069,b08526070,b08526071,b08526072,b08526073,b08526074,b08526075,b08526076,b08526077,b08526078,b08526079,b08526080,b08526081,b08526082,b08526083,b08526084,b08526085,b08526086,b08526087,b08526088,b08526089,b08526090,b08526091,b08526092,b08526093,b08526094,b08526095,b08526096,b08526097,b08526098,b08526099,b08526100,b08526101,b08526102,b08526103,b08526104,b08526105,jam_flags
191,al,000,0005,0009280,418.0,15.0,14.0,3.0,0.0,60.0,41.0,5.0,8.0,0.0,193.0,17.0,46.0,16.0,0.0,342.0,15.0,14.0,3.0,0.0,50.0,27.0,5.0,8.0,0.0,151.0,17.0,36.0,16.0,0.0,51.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,27.0,0.0,10.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
192,al,000,0005,0009281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M
193,al,000,0005,0009282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M
194,al,000,0005,0009283,1962.0,36.0,63.0,538.0,190.0,225.0,65.0,4.0,227.0,29.0,430.0,51.0,58.0,37.0,9.0,1670.0,0.0,59.0,435.0,150.0,210.0,56.0,4.0,225.0,23.0,383.0,23.0,56.0,37.0,9.0,208.0,36.0,4.0,100.0,28.0,15.0,0.0,0.0,2.0,0.0,18.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,29.0,25.0,0.0,0.0,0.0,12.0,0.0,0.0,3.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,
195,al,000,0005,0009284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M
196,al,000,0005,0009285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M
197,al,000,0005,0009286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M
198,al,000,0005,0009287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M
199,al,000,0005,0009288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M
200,al,000,0005,0009289,10913.0,189.0,883.0,963.0,101.0,2207.0,432.0,166.0,797.0,554.0,2360.0,1070.0,534.0,462.0,195.0,9385.0,131.0,681.0,730.0,98.0,1779.0,366.0,152.0,794.0,511.0,2179.0,845.0,488.0,450.0,181.0,1084.0,56.0,149.0,196.0,3.0,282.0,53.0,14.0,3.0,20.0,130.0,157.0,9.0,12.0,0.0,7.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,68.0,0.0,0.0,0.0,0.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,187.0,2.0,0.0,34.0,0.0,36.0,6.0,0.0,0.0,0.0,41.0,57.0,11.0,0.0,0.0,182.0,0.0,53.0,0.0,0.0,42.0,7.0,0.0,0.0,19.0,10.0,11.0,26.0,0.0,14.0,
201,al,000,0005,0009290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M
202,al,000,0005,0009291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M
203,al,000,0005,0009292,6957.0,34.0,521.0,2404.0,98.0,915.0,371.0,51.0,312.0,237.0,1086.0,315.0,168.0,435.0,10.0,5852.0,34.0,308.0,2086.0,98.0,810.0,300.0,44.0,222.0,229.0,916.0,273.0,134.0,395.0,3.0,860.0,0.0,204.0,301.0,0.0,92.0,48.0,7.0,37.0,8.0,96.0,38.0,14.0,8.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,48.0,0.0,20.0,0.0,0.0,78.0,0.0,0.0,17.0,0.0,0.0,23.0,0.0,13.0,0.0,0.0,4.0,0.0,21.0,0.0,81.0,0.0,9.0,0.0,0.0,13.0,0.0,0.0,22.0,0.0,26.0,0.0,0.0,11.0,0.0,
204,al,000,0005,0009293,1433.0,19.0,56.0,387.0,73.0,135.0,55.0,0.0,86.0,29.0,361.0,142.0,3.0,87.0,0.0,1201.0,19.0,43.0,357.0,63.0,134.0,55.0,0.0,81.0,12.0,261.0,86.0,3.0,87.0,0.0,210.0,0.0,13.0,25.0,10.0,1.0,0.0,0.0,5.0,0.0,100.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,
205,al,000,0005,0009294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M
206,al,000,0005,0009295,2232.0,49.0,24.0,207.0,64.0,285.0,320.0,48.0,65.0,14.0,656.0,189.0,90.0,221.0,0.0,2093.0,49.0,24.0,207.0,23.0,281.0,320.0,48.0,65.0,14.0,612.0,158.0,71.0,221.0,0.0,103.0,0.0,0.0,0.0,41.0,4.0,0.0,0.0,0.0,0.0,27.0,31.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,
207,al,000,0005,0009296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M
208,al,000,0005,0009297,5358.0,40.0,102.0,2170.0,102.0,668.0,398.0,83.0,145.0,401.0,702.0,94.0,231.0,214.0,8.0,4481.0,40.0,82.0,1998.0,99.0,545.0,352.0,54.0,119.0,260.0,444.0,44.0,231.0,205.0,8.0,665.0,0.0,20.0,172.0,3.0,98.0,28.0,29.0,26.0,89.0,168.0,23.0,0.0,9.0,0.0,39.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,11.0,14.0,0.0,0.0,0.0,118.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,79.0,13.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,
209,al,000,0005,0009298,8618.0,60.0,652.0,569.0,250.0,1268.0,128.0,65.0,571.0,478.0,2712.0,1100.0,550.0,205.0,10.0,7129.0,52.0,496.0,426.0,137.0,1111.0,97.0,55.0,522.0,286.0,2430.0,820.0,494.0,193.0,10.0,911.0,8.0,116.0,64.0,70.0,91.0,20.0,0.0,21.0,75.0,238.0,186.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,21.0,0.0,0.0,91.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,10.0,0.0,0.0,70.0,0.0,0.0,0.0,433.0,0.0,40.0,63.0,43.0,66.0,0.0,10.0,18.0,117.0,27.0,24.0,13.0,12.0,0.0,
210,al,000,0005,0009299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M
211,al,000,0005,0009300,637.0,0.0,37.0,146.0,0.0,47.0,40.0,2.0,0.0,24.0,223.0,25.0,39.0,54.0,0.0,434.0,0.0,17.0,110.0,0.0,44.0,40.0,2.0,0.0,0.0,164.0,11.0,27.0,19.0,0.0,165.0,0.0,20.0,30.0,0.0,0.0,0.0,0.0,0.0,24.0,59.0,14.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,6.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
212,al,000,0005,0009301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M
213,al,000,0005,0009302,3518.0,56.0,252.0,710.0,75.0,529.0,176.0,37.0,110.0,109.0,968.0,178.0,148.0,170.0,0.0,2996.0,51.0,220.0,477.0,64.0,503.0,139.0,37.0,110.0,75.0,881.0,164.0,116.0,159.0,0.0,428.0,5.0,13.0,233.0,11.0,23.0,28.0,0.0,0.0,0.0,81.0,6.0,17.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,34.0,0.0,0.0,15.0,0.0,0.0,19.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,6.0,8.0,0.0,0.0,0.0,
214,al,000,0005,0009303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M
215,al,000,0005,0009304,674.0,41.0,187.0,34.0,7.0,112.0,44.0,4.0,36.0,24.0,66.0,57.0,36.0,26.0,0.0,567.0,18.0,155.0,34.0,7.0,109.0,30.0,4.0,36.0,3.0,62.0,57.0,26.0,26.0,0.0,94.0,23.0,32.0,0.0,0.0,3.0,11.0,0.0,0.0,21.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
216,al,000,0005,0009305,914.0,41.0,213.0,51.0,9.0,155.0,16.0,0.0,24.0,40.0,160.0,91.0,52.0,62.0,0.0,620.0,29.0,107.0,35.0,9.0,136.0,16.0,0.0,12.0,11.0,136.0,77.0,0.0,52.0,0.0,187.0,12.0,77.0,9.0,0.0,0.0,0.0,0.0,0.0,29.0,8.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,12.0,0.0,16.0,14.0,0.0,0.0,0.0,48.0,0.0,29.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,
217,al,000,0005,0009306,26133.0,101.0,1690.0,2949.0,1346.0,4529.0,763.0,710.0,1517.0,1483.0,5945.0,2552.0,1693.0,835.0,20.0,22571.0,101.0,1178.0,2491.0,1214.0,4119.0,673.0,555.0,1344.0,1293.0,5319.0,2037.0,1464.0,763.0,20.0,2712.0,0.0,457.0,344.0,117.0,359.0,73.0,53.0,159.0,95.0,403.0,434.0,146.0,72.0,0.0,69.0,0.0,0.0,48.0,0.0,0.0,0.0,7.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,302.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,14.0,0.0,163.0,70.0,29.0,0.0,0.0,191.0,0.0,33.0,41.0,0.0,25.0,0.0,82.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,288.0,0.0,22.0,25.0,15.0,0.0,17.0,13.0,0.0,81.0,50.0,11.0,54.0,0.0,0.0,
218,al,000,0005,0009307,9991.0,140.0,837.0,1164.0,215.0,2450.0,188.0,184.0,549.0,757.0,1864.0,1057.0,242.0,344.0,0.0,8586.0,68.0,656.0,993.0,197.0,2203.0,152.0,171.0,485.0,652.0,1695.0,885.0,85.0,344.0,0.0,1101.0,72.0,129.0,144.0,0.0,247.0,36.0,0.0,24.0,38.0,146.0,172.0,93.0,0.0,0.0,99.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,12.0,14.0,0.0,55.0,0.0,0.0,62.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,29.0,7.0,9.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0,0.0,35.0,14.0,0.0,0.0,0.0,13.0,11.0,48.0,0.0,0.0,9.0,0.0,0.0,
219,al,000,0005,0009308,2101.0,16.0,88.0,39.0,72.0,444.0,26.0,233.0,154.0,80.0,379.0,475.0,62.0,24.0,9.0,1417.0,16.0,52.0,39.0,64.0,283.0,26.0,119.0,149.0,68.0,313.0,214.0,53.0,12.0,9.0,618.0,0.0,30.0,0.0,8.0,161.0,0.0,103.0,0.0,0.0,66.0,238.0,0.0,12.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,6.0,0.0,0.0,0.0,0.0,8.0,5.0,12.0,0.0,0.0,9.0,0.0,0.0,
220,al,000,0005,0009309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M
221,al,000,0005,0009310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M
222,al,000,0005,0009311,12757.0,61.0,533.0,5320.0,557.0,1519.0,347.0,127.0,527.0,640.0,1390.0,768.0,385.0,583.0,0.0,10949.0,61.0,297.0,4494.0,498.0,1329.0,315.0,87.0,441.0,631.0,1308.0,609.0,298.0,581.0,0.0,1578.0,0.0,216.0,763.0,59.0,129.0,31.0,18.0,50.0,9.0,70.0,159.0,72.0,2.0,0.0,25.0,0.0,14.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,0.0,15.0,0.0,20.0,0.0,6.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,72.0,0.0,5.0,0.0,0.0,41.0,1.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,0.0,1.0,37.0,0.0,0.0,0.0,16.0,11.0,0.0,12.0,0.0,5.0,0.0,0.0,
223,al,000,0005,0009312,8329.0,25.0,310.0,286.0,26.0,156.0,1412.0,51.0,26.0,520.0,744.0,219.0,54.0,1441.0,3059.0,6618.0,25.0,180.0,262.0,24.0,115.0,1343.0,12.0,17.0,491.0,672.0,163.0,54.0,1328.0,1932.0,842.0,0.0,130.0,24.0,2.0,15.0,65.0,39.0,0.0,29.0,48.0,56.0,0.0,103.0,331.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,736.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,736.0,51.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,14.0,0.0,0.0,10.0,23.0,82.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,9.0,0.0,10.0,0.0,0.0,0.0,37.0,
224,al,000,0005,0009313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M
225,al,000,0005,0009314,904.0,31.0,32.0,459.0,20.0,58.0,47.0,0.0,0.0,0.0,139.0,8.0,101.0,9.0,0.0,780.0,0.0,8.0,407.0,4.0,57.0,47.0,0.0,0.0,0.0,139.0,8.0,101.0,9.0,0.0,113.0,31.0,21.0,44.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
226,al,000,0005,0009315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M
227,al,000,0005,0009316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M
228,al,000,0005,0009317,2217.0,18.0,297.0,151.0,90.0,391.0,26.0,34.0,156.0,162.0,314.0,343.0,101.0,90.0,44.0,1774.0,9.0,180.0,120.0,67.0,337.0,26.0,34.0,138.0,152.0,291.0,202.0,84.0,90.0,44.0,371.0,0.0,106.0,16.0,23.0,54.0,0.0,0.0,11.0,10.0,10.0,141.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,9.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,17.0,0.0,0.0,
229,al,000,0005,0009318,668.0,9.0,48.0,153.0,4.0,216.0,0.0,0.0,27.0,17.0,95.0,18.0,18.0,63.0,0.0,602.0,0.0,48.0,153.0,0.0,216.0,0.0,0.0,22.0,17.0,50.0,18.0,15.0,63.0,0.0,50.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
230,al,000,0005,0009319,22348.0,51.0,1298.0,3639.0,566.0,2788.0,677.0,440.0,1147.0,1562.0,6672.0,1621.0,767.0,1094.0,26.0,19493.0,27.0,1042.0,3117.0,442.0,2455.0,634.0,431.0,1017.0,1358.0,6120.0,1209.0,617.0,998.0,26.0,2191.0,20.0,244.0,451.0,56.0,240.0,22.0,9.0,15.0,194.0,404.0,340.0,115.0,81.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,219.0,0.0,0.0,46.0,0.0,25.0,0.0,0.0,10.0,10.0,36.0,66.0,14.0,12.0,0.0,77.0,3.0,0.0,11.0,0.0,0.0,13.0,0.0,42.0,0.0,0.0,0.0,8.0,0.0,0.0,360.0,1.0,12.0,14.0,68.0,68.0,0.0,0.0,63.0,0.0,112.0,6.0,13.0,3.0,0.0,
231,al,000,0005,0009320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M
232,al,000,0005,0009321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M
233,al,000,0005,0009322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M
234,al,000,0005,0009323,4568.0,0.0,321.0,228.0,52.0,707.0,176.0,219.0,377.0,419.0,899.0,636.0,445.0,89.0,0.0,3914.0,0.0,215.0,165.0,24.0,594.0,161.0,219.0,345.0,386.0,736.0,535.0,445.0,89.0,0.0,483.0,0.0,75.0,27.0,28.0,57.0,15.0,0.0,16.0,12.0,152.0,101.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,9.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.0,0.0,22.0,36.0,0.0,9.0,0.0,0.0,16.0,21.0,11.0,0.0,0.0,0.0,0.0,
235,al,000,0005,0009324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M
236,al,000,0005,0009325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M
237,al,000,0005,0009326,3063.0,17.0,36.0,905.0,123.0,596.0,23.0,0.0,36.0,117.0,684.0,282.0,80.0,164.0,0.0,2806.0,14.0,30.0,841.0,123.0,596.0,7.0,0.0,36.0,88.0,610.0,234.0,63.0,164.0,0.0,195.0,3.0,3.0,64.0,0.0,0.0,0.0,0.0,0.0,18.0,59.0,48.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,
238,al,000,0005,0009327,689.0,6.0,97.0,76.0,36.0,77.0,49.0,34.0,5.0,24.0,235.0,20.0,0.0,30.0,0.0,593.0,0.0,73.0,69.0,36.0,40.0,49.0,34.0,5.0,24.0,217.0,20.0,0.0,26.0,0.0,86.0,6.0,24.0,7.0,0.0,35.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
