table,position,source_header,dest_header,datatype,valuetype,has_codes,start,width,size,summary,description
2014_1_table_meta,4,subject_area,subject_area,str,,False,,,,,subject_area
2014_1_table_meta,5,universe,universe,str,,False,,,,,universe
2014_1_table_meta,6,denominator_column_id,denominator_column_id,str,,False,,,,,denominator_column_id
2014_1_table_meta,7,topics,topics,str,,False,,,,,topics
2014_5_column_meta,1,table_id,table_id,str,,False,,,,,table_id
2014_5_column_meta,2,line_number,line_number,float,,False,,,,,line_number
2014_5_column_meta,3,column_id,column_id,str,,False,,,,,column_id
2014_5_column_meta,4,column_title,column_title,str,,False,,,,,column_title
2014_5_column_meta,5,indent,indent,int,,False,,,,,indent
2014_5_column_meta,6,parent_column_id,parent_column_id,str,,False,,,,,parent_column_id
2014_5_table_meta,1,table_id,table_id,str,,False,,,,,table_id
2014_5_table_meta,2,table_title,table_title,str,,False,,,,,table_title
2014_5_table_meta,3,simple_table_title,simple_table_title,str,,False,,,,,simple_table_title
2014_5_table_meta,4,subject_area,subject_area,str,,False,,,,,subject_area
2014_5_table_meta,5,universe,universe,str,,False,,,,,universe
2014_5_table_meta,6,denominator_column_id,denominator_column_id,str,,False,,,,,denominator_column_id
2014_5_table_meta,7,topics,topics,str,,False,,,,,topics
2014-gs,1,seq,seq,int,,False,,,,,seq
2014-gs,2,name,name,str,,False,,,,,name
2014-gs,3,description,description,str,,False,,,,,description
2014-gs,4,width,width,unknown,,False,,,,,width
2014-gs,5,start,start,unknown,,False,,,,,start
sumlevels,1,sumlevel,sumlevel,int,,False,,,,,
sumlevels,2,description,description,str,,False,,,,,
2014-1-sequence,1,file_id,fileid,str,,False,,,,,
2014-1-sequence,2,table_id,table_id,str,,False,,,,,
2014-1-sequence,3,sequence_number,sequence_number,int,,False,,,,,
2014-1-sequence,4,line_number,line,float,,False,,,,,
2014-1-sequence,5,start_position,start,int,,False,,,,,
2014-1-sequence,6,total_cells_in_table,table_cells,str,,False,,,,,
2014-1-sequence,7,total_cells_in_sequence,sequence_cells,int,,False,,,,,
2014-1-sequence,8,table_title,title,str,,False,,,,,
2014-1-sequence,9,subject_area,subject,str,,False,,,,,
2014-1-shell,1,table_id,table_id,str,,False,,,,,
2014-1-shell,2,line,line,int,,False,,,,,
2014-1-shell,3,uniqueid,uniqueid,int,,False,,,,,
2014-1-shell,4,stub,stub,str,,False,,,,,
2014-1-shell,5,_data_release,release,str,,False,,,,,
2014-5-sequence,1,file_id,fileid,str,,False,,,,,
2014-5-sequence,2,table_id,table_id,str,,False,,,,,
2014-5-sequence,3,sequence_number,sequence_number,int,,False,,,,,
2014-5-sequence,4,line_number,line,float,,False,,,,,
2014-5-sequence,5,start_position,start,int,,False,,,,,
2014-5-sequence,6,total_cells_in_table,table_cells,str,,False,,,,,
2014-5-sequence,7,total_cells_in_sequence,sequence_cells,int,,False,,,,,
2014-5-sequence,8,table_title,title,str,,False,,,,,
2014-5-sequence,9,subject_area,subject,str,,False,,,,,
2014-5-shell,1,table_id,table_id,str,,False,,,,,
2014-5-shell,2,line,line,int,,False,,,,,
2014-5-shell,3,uniqueid,uniqueid,int,,False,,,,,
2014-5-shell,4,stub,stub,str,,False,,,,,
2014-5-shell,5,_data_release,release,str,,False,,,,,
